규모,진원깊이,영향도,위도,경도,cluster,c,cluster_4
3.2,10.0,158,52.3801,-167.7545,0,red,0
3.9,10.44,234,52.38,-167.8166,0,blue,1
3.4,10.0,178,52.314,-167.6633,0,red,0
4.3,10.1,284,67.457,-165.9822,1,blue,1
4.7,188.48,340,-24.2524,-67.2446,1,blue,1
4.7,8.55,340,52.3671,-168.1103,1,blue,1
6.6,19.0,674,52.5791,-168.3275,1,pink,3
3.3,10.0,168,52.3113,-168.0588,0,red,0
3.4,10.0,178,52.3337,-168.0663,0,red,0
3.3,12.47,168,52.2821,-167.9412,0,red,0
4.7,24.75,340,52.3364,-168.1646,1,blue,1
5.8,16.72,518,52.4378,-167.9609,1,pink,3
5.3,15.23,432,52.2658,-167.9906,1,pink,3
4.3,23.97,284,52.3229,-168.0896,1,blue,1
4.4,10.0,298,52.2313,-168.0074,1,blue,1
4.4,556.3,298,-20.7635,-178.0096,2,green,2
4.1,10.0,259,52.3646,-168.0355,1,blue,1
3.9,10.0,234,52.5054,-168.1652,0,blue,1
3.7,10.0,211,52.345,-168.1313,0,red,0
3.2,9.42,158,52.3348,-167.635,0,red,0
4.3,10.0,284,52.4608,-167.8521,1,blue,1
4.7,20.49,340,52.3924,-168.2113,1,blue,1
5.0,35.0,385,-15.6891,-173.102,1,pink,3
3.1,10.0,148,52.303,-167.9972,0,red,0
3.1,10.0,148,52.313,-167.5747,0,red,0
3.6,10.0,199,52.2957,-168.049,0,red,0
4.4,10.0,298,52.3577,-167.6126,1,blue,1
4.0,10.0,246,52.3428,-167.6702,1,blue,1
4.2,10.0,271,52.3466,-167.5852,1,blue,1
3.3,10.0,168,52.3759,-167.9798,0,red,0
4.7,10.0,340,52.376,-168.0855,1,blue,1
4.2,10.0,271,52.3484,-168.1567,1,blue,1
3.8,10.0,222,52.2382,-167.7473,0,red,0
3.9,10.0,234,52.4794,-168.1511,0,blue,1
3.1,10.0,148,52.2148,-168.0181,0,red,0
4.7,10.0,340,40.8528,21.4046,1,blue,1
4.2,187.46,271,52.5867,-173.2955,1,blue,1
4.8,10.0,354,52.4214,-167.7957,1,pink,3
3.1,10.0,148,52.4157,-167.7223,0,red,0
3.9,10.0,234,52.2591,-167.9253,0,blue,1
3.7,10.0,211,52.3215,-168.4219,0,red,0
3.9,10.0,234,52.2989,-168.0721,0,blue,1
3.1,10.0,148,52.2538,-167.9201,0,red,0
4.2,109.88,271,-21.0012,-68.7483,1,blue,1
4.0,10.0,246,52.3038,-168.3232,1,blue,1
3.2,11.58,158,52.458,-167.913,0,red,0
3.7,10.0,211,52.3404,-168.0158,0,red,0
3.2,10.0,158,52.2542,-167.954,0,red,0
3.9,10.0,234,52.3839,-167.9552,0,blue,1
4.4,10.0,298,52.3144,-167.681,1,blue,1
4.1,10.0,259,52.3737,-168.0999,1,blue,1
4.7,10.0,340,28.1325,142.5941,1,blue,1
4.3,10.0,284,52.3419,-167.6499,1,blue,1
4.5,10.0,312,40.8703,21.4565,1,blue,1
3.2,10.0,158,52.2949,-167.9551,0,red,0
3.2,10.0,158,52.1763,-168.188,0,red,0
4.1,10.0,259,52.2851,-168.112,1,blue,1
4.9,10.0,369,52.3076,-167.9101,1,pink,3
3.5,10.0,188,52.2989,-167.6441,0,red,0
3.2,10.0,158,52.2034,-168.1658,0,red,0
3.1,10.0,148,52.3663,-168.0105,0,red,0
3.2,10.0,158,52.1626,-167.8379,0,red,0
3.21,6.0,159,19.1066,-66.98,0,red,0
4.7,57.29,340,27.0155,141.562,1,blue,1
4.0,318.52,246,18.6641,145.1597,2,green,2
4.2,13.05,271,2.3287,109.7694,1,blue,1
4.4,10.0,298,37.7753,101.243,1,blue,1
4.7,10.0,340,25.4644,62.4473,1,blue,1
4.3,10.0,284,24.8507,-109.1013,1,blue,1
3.8,12.1,222,52.1586,-167.8565,0,red,0
4.1,6.44,259,52.2439,-168.0703,1,blue,1
3.4,10.0,178,52.302,-167.5526,0,red,0
4.6,10.0,326,-8.0082,122.3146,1,blue,1
4.0,10.0,246,52.3966,-167.6343,1,blue,1
4.6,10.0,326,52.2998,-167.8882,1,blue,1
4.0,10.0,248,19.2906,-69.8457,1,blue,1
4.2,10.0,271,-9.4426,109.7888,1,blue,1
3.2,10.0,158,52.2293,-168.0381,0,red,0
3.2,10.0,158,52.4082,-167.6294,0,red,0
4.3,41.03,284,11.9678,-87.1331,1,blue,1
3.62,104.0,202,18.3068,-65.109,0,red,0
4.2,10.0,271,54.016,160.388,1,blue,1
4.4,66.48,298,24.469,122.2849,1,blue,1
4.3,10.0,284,-5.6037,133.6959,1,blue,1
5.2,133.57,416,52.0751,178.0555,1,pink,3
3.8,10.0,222,52.3152,-167.6497,0,red,0
3.7,10.0,211,52.2931,-167.2386,0,red,0
4.7,5.56,340,52.366,-167.3522,1,blue,1
3.1,10.0,148,52.3617,-167.4509,0,red,0
3.7,10.0,211,52.3101,-167.6435,0,red,0
5.1,52.51,400,-32.8546,-179.1915,1,pink,3
4.9,10.0,369,-3.326,129.1327,1,pink,3
4.6,10.0,326,0.463,96.8611,1,blue,1
4.3,619.41,284,-21.5657,-179.148,2,green,2
3.6,10.0,199,52.4294,-167.401,0,red,0
4.2,10.0,271,52.3079,-168.0464,1,blue,1
3.5,145.97,188,52.3535,-174.0954,0,red,0
3.04,6.0,142,17.9495,-67.032,0,red,0
4.5,10.0,312,-4.9044,132.8011,1,blue,1
4.3,10.0,284,-4.8057,134.0684,1,blue,1
4.9,79.01,369,36.474,70.5248,1,pink,3
4.0,10.0,246,52.1166,-167.7785,1,blue,1
4.3,10.0,284,-37.9716,-74.0775,1,blue,1
4.6,35.0,326,-59.1344,-25.7707,1,blue,1
3.2,14.1,158,52.197,-168.2369,0,red,0
4.6,98.81,326,23.1568,94.6845,1,blue,1
4.8,10.0,354,-58.6954,-25.3789,1,pink,3
3.38,10.0,176,17.9181,-66.863,0,red,0
4.5,100.35,312,-56.2958,-27.5103,1,blue,1
4.1,48.74,259,-21.3283,-69.8324,1,blue,1
5.1,10.0,400,37.6825,101.4046,1,pink,3
4.1,78.0,259,-23.0784,-69.3922,1,blue,1
3.45,38.0,183,19.2898,-67.1026,0,red,0
5.7,193.29,510,-39.3264,174.519,1,pink,3
4.4,75.61,298,5.039,125.4193,1,blue,1
4.9,10.0,369,37.7788,101.3498,1,pink,3
4.2,47.42,271,35.4592,140.4862,1,blue,1
3.7,133.8,211,60.1548,-153.2142,0,red,0
4.1,126.48,259,-4.2297,142.8668,1,blue,1
5.0,10.0,385,37.7163,101.4294,1,pink,3
4.0,10.0,246,52.3229,-167.7032,1,blue,1
5.6,80.0,488,-6.6002,147.3665,1,pink,3
3.2,27.98,158,52.4432,-168.05,0,red,0
4.6,16.88,326,52.3613,-167.8805,1,blue,1
3.1,27.22,148,53.8117,-164.0316,0,red,0
4.2,537.89,271,-23.9522,179.9102,2,green,2
4.8,35.0,354,30.5344,131.1016,1,pink,3
4.3,10.0,284,37.8337,101.5694,1,blue,1
4.7,36.74,340,-28.225,-177.5907,1,blue,1
4.3,35.0,284,-6.5577,148.7466,1,blue,1
4.4,52.25,298,-57.9649,-25.7521,1,blue,1
4.5,270.64,312,0.8023,123.7153,1,blue,1
4.5,514.03,312,-24.3882,-179.9985,2,green,2
4.1,35.0,259,15.7074,-95.3312,1,blue,1
4.4,10.0,298,-6.3129,122.6017,1,blue,1
4.5,13.28,312,25.22,94.1077,1,blue,1
4.0,135.94,246,-18.7067,-69.3354,1,blue,1
4.1,55.39,259,5.7034,94.115,1,blue,1
3.2,9.37,158,53.8647,-166.8166,0,red,0
4.4,10.0,298,37.6769,25.983,1,blue,1
4.5,18.73,312,-37.9102,-74.304,1,blue,1
4.9,28.71,369,-26.7225,-176.3319,1,pink,3
4.1,10.0,259,16.4582,-95.1278,1,blue,1
3.1,10.0,148,52.3588,-167.9906,0,red,0
4.5,87.19,312,44.734,148.8707,1,blue,1
5.0,38.33,385,51.14,-179.9169,1,pink,3
4.8,10.0,354,-18.453,-177.3943,1,pink,3
4.4,35.0,298,-30.1395,-177.6058,1,blue,1
4.9,10.0,369,-23.3112,-114.7599,1,pink,3
4.6,10.0,326,-3.5364,150.0634,1,blue,1
4.3,204.42,284,36.2312,138.1723,1,blue,1
4.4,10.0,298,-11.4213,166.644,1,blue,1
4.1,124.68,259,-8.642,118.3144,1,blue,1
4.1,10.0,259,28.8094,87.6854,1,blue,1
3.86,13.97,649,33.4688333,-116.443,1,pink,3
4.4,16.58,299,-45.715,166.6116,1,blue,1
4.5,10.0,312,-16.6184,-172.5756,1,blue,1
4.1,79.49,259,-23.0248,-69.2414,1,blue,1
4.3,395.2,284,-18.0772,-176.8503,2,green,2
5.1,46.51,400,51.2863,-179.1427,1,pink,3
3.4,32.92,178,51.1673,-179.1435,0,red,0
3.1,29.83,148,51.1045,-179.1173,0,red,0
4.7,47.3,340,31.0376,131.4666,1,blue,1
4.1,35.0,259,13.4082,-91.2273,1,blue,1
4.2,10.0,271,39.5117,-29.6853,1,blue,1
4.8,10.0,354,-1.4997,127.3595,1,pink,3
4.2,35.0,271,13.6028,-91.3014,1,blue,1
3.7,10.0,211,52.0873,-167.9287,0,red,0
3.5,10.0,188,52.1509,-168.17,0,red,0
4.6,10.0,326,1.4789,123.0663,1,blue,1
3.4,178.05,178,52.1524,-174.4521,0,red,0
4.3,65.99,284,52.3064,159.5465,1,blue,1
4.1,10.0,259,37.4645,21.8802,1,blue,1
4.3,5.0,284,51.54,16.2356,1,blue,1
4.3,38.27,284,38.9682,69.9204,1,blue,1
3.6,98.05,199,52.8263,-169.2345,0,red,0
4.4,27.99,298,1.3294,127.7676,1,blue,1
3.4,10.0,178,52.1396,-168.138,0,red,0
3.7,10.0,211,52.2365,-167.4941,0,red,0
3.9,10.0,234,52.3394,-167.3796,0,blue,1
4.6,10.0,326,-8.4057,118.0713,1,blue,1
4.5,10.0,312,34.6373,97.9393,1,blue,1
4.7,10.0,340,-32.234,-178.3098,1,blue,1
4.6,10.0,326,-28.5356,62.3715,1,blue,1
4.3,558.47,284,-24.6112,179.4372,2,green,2
4.4,175.5,298,-24.4003,-67.1872,1,blue,1
4.7,35.0,340,-5.4945,151.7729,1,blue,1
4.2,63.04,271,35.3626,140.4523,1,blue,1
4.3,142.14,284,-5.7851,149.6068,1,blue,1
3.2,10.0,158,42.5167,-126.4568,0,red,0
4.6,15.31,326,-29.9494,-177.4424,1,blue,1
4.1,221.46,259,36.4719,70.2604,1,blue,1
5.2,14.52,416,-26.8528,-71.1932,1,pink,3
4.6,10.0,326,-7.3084,127.545,1,blue,1
4.1,94.89,259,25.0326,95.0765,1,blue,1
4.2,10.0,271,54.8627,164.6721,1,blue,1
4.6,37.13,327,9.8424,-84.6553,1,blue,1
4.4,58.29,298,3.6914,126.8488,1,blue,1
3.92,37.0,236,19.3286,-64.0921,0,blue,1
4.1,87.7,259,-27.4037,-70.6025,1,blue,1
3.7,12.26,211,54.5411,-163.3197,0,red,0
4.7,10.0,340,-20.4601,-175.4932,1,blue,1
4.3,10.0,284,-18.6356,176.3698,1,blue,1
4.0,143.21,246,45.2999,148.1004,1,blue,1
4.1,10.0,259,55.866,113.3636,1,blue,1
4.6,10.0,326,-7.7968,118.5387,1,blue,1
3.9,10.0,234,52.18,-168.1598,0,blue,1
3.5,41.24,188,51.6136,-172.8673,0,red,0
4.3,118.7,284,-21.2906,-68.893,1,blue,1
4.4,563.04,298,-18.0231,-178.2561,2,green,2
4.4,10.0,298,0.5443,92.2519,1,blue,1
4.4,10.0,298,50.4878,-130.3172,1,blue,1
4.7,10.0,340,-31.2415,-178.3058,1,blue,1
4.5,10.0,312,-22.2582,170.4785,1,blue,1
4.3,10.0,284,-10.4171,110.4795,1,blue,1
4.5,10.0,312,50.5323,-130.1852,1,blue,1
4.2,89.01,271,24.3313,94.6403,1,blue,1
6.6,33.0,789,-6.86,105.2887,1,pink,3
4.4,10.0,298,-9.8939,34.2464,1,blue,1
5.4,34.46,450,-7.0422,105.2063,1,pink,3
4.6,98.83,326,-7.5121,128.5875,1,blue,1
4.4,10.0,298,-7.0583,104.9417,1,blue,1
4.4,35.0,298,-59.8617,-26.7383,1,blue,1
4.1,10.9,259,52.2413,-167.8844,1,blue,1
4.4,23.59,299,-23.4111,-70.9556,1,blue,1
4.9,10.71,369,28.0842,142.8437,1,pink,3
3.5,7.43,188,52.2235,-168.028,0,red,0
4.5,13.9,377,57.4685,-136.4624,1,blue,1
5.0,10.0,385,-28.3876,-176.616,1,pink,3
5.3,106.99,435,36.5418,71.4945,1,pink,3
5.1,10.0,400,-7.8364,118.5907,1,pink,3
4.3,15.45,284,14.0605,-93.426,1,blue,1
4.2,10.0,271,-7.3507,121.1111,1,blue,1
4.5,10.0,312,-7.8131,118.5799,1,blue,1
4.7,10.0,340,-30.6323,-178.2307,1,blue,1
4.3,207.77,284,36.4859,70.5044,1,blue,1
4.1,162.28,259,-7.5424,127.667,1,blue,1
4.6,46.12,326,-7.0285,105.2305,1,blue,1
4.9,10.0,369,-22.0678,-174.3614,1,pink,3
3.34,99.0,172,18.3926,-67.6183,0,red,0
4.3,10.0,292,42.0442,20.0645,1,blue,1
4.1,25.4,259,23.911,122.6057,1,blue,1
4.2,169.59,271,42.5722,139.9408,1,blue,1
4.4,580.77,298,-18.0491,-178.0935,2,green,2
4.3,16.29,284,52.3675,-167.9879,1,blue,1
5.3,36.71,433,-5.1711,146.281,1,pink,3
4.0,151.09,246,-21.4731,-68.2339,1,blue,1
4.5,66.99,313,38.3009,141.6637,1,blue,1
3.9,35.0,234,52.1977,-170.4116,0,blue,1
4.7,34.08,340,-7.1047,104.9492,1,blue,1
4.8,51.77,355,-6.8029,105.2852,1,pink,3
4.2,10.0,271,23.8792,122.5515,1,blue,1
4.9,10.0,369,-37.8771,179.4218,1,pink,3
4.7,10.0,340,-20.8057,-175.4527,1,blue,1
4.7,10.0,340,-20.7763,-175.5806,1,blue,1
4.2,160.42,271,6.1779,125.8019,1,blue,1
4.8,10.0,354,-20.7239,-175.4524,1,pink,3
3.8,39.24,222,53.1674,-166.8096,0,red,0
4.7,10.0,340,-20.7459,-175.5265,1,blue,1
4.6,35.0,326,-7.0961,105.0679,1,blue,1
4.2,198.38,271,36.5064,70.9073,1,blue,1
4.1,74.73,259,10.596,-62.3556,1,blue,1
3.22,19.35,160,31.5731667,-115.9938333,0,red,0
3.03,11.56,141,31.2196667,-115.6476667,0,red,0
4.3,10.0,284,-7.2777,112.7995,1,blue,1
3.1,5.0,149,38.6657,-97.4701,0,red,0
4.6,45.85,326,-59.9236,-26.3716,1,blue,1
4.2,33.61,271,-7.1569,104.8621,1,blue,1
4.4,10.0,298,-20.7882,-175.3492,1,blue,1
3.35,29.0,174,18.2283,-67.2236,0,red,0
4.3,10.0,284,-7.8906,118.6017,1,blue,1
4.6,10.0,326,27.1302,100.2948,1,blue,1
4.3,100.88,284,36.6171,71.4625,1,blue,1
4.1,33.25,259,3.0462,126.7113,1,blue,1
4.4,10.0,298,29.1072,50.3238,1,blue,1
4.0,10.0,246,-2.4133,127.8268,1,blue,1
4.6,75.45,327,12.9564,-89.1418,1,blue,1
4.2,10.0,272,37.907,44.6724,1,blue,1
4.5,10.0,312,60.7802,-44.0195,1,blue,1
4.7,10.0,344,30.4586,57.3407,1,blue,1
4.6,10.0,326,-20.6861,-175.2797,1,blue,1
4.6,46.9,326,43.3616,146.3827,1,blue,1
4.5,69.42,312,-6.1109,148.4506,1,blue,1
4.3,35.0,284,-10.5573,161.2133,1,blue,1
4.8,70.3,354,43.1041,146.2025,1,pink,3
3.2,35.0,158,51.2553,-178.1194,0,red,0
4.0,53.7,246,52.2664,-170.7737,1,blue,1
5.0,10.0,385,-58.0056,-23.8096,1,pink,3
4.4,72.96,298,1.642,127.0934,1,blue,1
4.6,10.0,326,30.2689,142.4664,1,blue,1
4.0,208.51,246,2.8309,128.6785,1,blue,1
4.9,10.0,369,-20.6798,-175.4456,1,pink,3
4.3,214.24,284,-5.384,147.3422,1,blue,1
5.7,10.0,500,-55.5113,-128.4388,1,pink,3
4.3,170.7,284,27.7134,127.2958,1,blue,1
4.0,235.87,246,42.2137,138.5268,1,blue,1
3.3,55.8,168,61.0638,-150.8586,0,red,0
4.6,77.44,326,-16.026,-173.7745,1,blue,1
4.3,10.0,284,-38.2957,-93.227,1,blue,1
3.55,55.0,194,19.1023,-64.741,0,red,0
4.5,10.0,312,-7.762,118.6199,1,blue,1
4.5,36.49,312,-30.1943,-177.6099,1,blue,1
4.3,10.0,284,38.2999,144.7803,1,blue,1
4.2,167.65,271,-17.514,-69.6296,1,blue,1
4.4,132.54,298,-23.7596,-176.8949,1,blue,1
3.09,35.71,147,19.1923333333333,-155.475166666667,0,red,0
4.2,77.63,271,0.0373,124.3601,1,blue,1
4.1,11.79,259,60.8134,-44.1031,1,blue,1
5.3,52.83,432,-57.9297,-25.6864,1,pink,3
4.6,69.79,326,-31.0425,-71.72,1,blue,1
4.4,348.62,298,-6.9149,127.3657,2,green,2
4.9,120.1,382,13.4879,144.5177,1,pink,3
5.2,141.88,416,-60.0032,-27.9154,1,pink,3
4.2,61.02,271,-2.7868,139.3456,1,blue,1
3.17,28.0,155,18.6891,-65.1498,0,red,0
4.7,10.0,340,-20.7603,-175.4893,1,blue,1
3.74,110.0,215,18.5125,-65.195,0,red,0
4.8,10.0,354,-20.8784,-175.4558,1,pink,3
4.8,10.0,356,29.194,50.3094,1,pink,3
4.4,10.0,299,39.2027,46.7036,1,blue,1
4.5,10.0,312,-20.6021,-175.4491,1,blue,1
4.6,10.0,326,29.1548,50.2316,1,blue,1
5.3,197.4,433,-13.3101,167.1432,1,pink,3
3.5,10.0,188,19.6008,-67.4968,0,red,0
4.7,10.0,340,-20.6059,-175.4174,1,blue,1
4.3,100.8,284,-8.949,110.7701,1,blue,1
4.0,83.55,246,5.0371,126.5691,1,blue,1
4.6,68.91,326,3.5064,96.5606,1,blue,1
4.3,10.0,284,-54.1578,143.85,1,blue,1
4.0,10.0,246,51.9608,170.5316,1,blue,1
5.2,54.78,419,24.2173,122.2544,1,pink,3
3.9,31.97,234,14.5243,-60.5441,0,blue,1
4.5,10.0,312,-20.5775,-175.5921,1,blue,1
4.5,10.0,312,-20.6635,-175.4655,1,blue,1
4.2,73.01,271,23.8937,94.5597,1,blue,1
4.7,10.0,340,-20.6055,-175.5324,1,blue,1
5.5,7.0,476,40.0413,24.361,1,pink,3
4.6,10.0,326,40.0849,24.3424,1,blue,1
3.59,10.0,198,17.893,-65.7081,0,red,0
6.1,379.0,572,-6.4492,154.8224,2,pink,3
4.3,302.32,284,-5.6714,129.1192,2,green,2
4.0,10.0,246,40.1069,24.3926,1,blue,1
4.3,140.28,285,45.7065,26.587,1,blue,1
4.3,47.65,285,16.6852,121.1459,1,blue,1
3.32,10.0,170,19.1431,-68.1741,0,red,0
4.3,26.64,284,30.7461,131.2533,1,blue,1
3.4,25.9,179,60.122,-148.3842,0,red,0
4.5,10.0,312,-20.6663,-175.7027,1,blue,1
3.1,20.54,148,54.8593,-159.4594,0,red,0
3.5,44.0,188,56.7389,-155.8065,0,red,0
4.6,108.93,326,-17.4165,-174.1211,1,blue,1
3.62,41.0,202,18.9156,-64.9036,0,red,0
4.5,10.0,312,-20.7658,-175.4622,1,blue,1
4.5,10.0,312,-20.7446,-175.5259,1,blue,1
4.6,137.29,326,-21.4629,-176.1951,1,blue,1
4.3,108.6,284,-15.3255,-72.0759,1,blue,1
4.2,10.0,271,-1.4587,127.2641,1,blue,1
3.2,35.0,158,52.1745,-170.3421,0,red,0
4.4,10.0,298,44.3874,149.5703,1,blue,1
4.2,10.0,271,40.0425,24.34,1,blue,1
4.1,181.1,259,47.3245,150.9066,1,blue,1
4.4,50.05,298,-59.1201,-25.9951,1,blue,1
4.5,193.09,312,-5.3399,147.0038,1,blue,1
3.4,35.0,178,52.7975,-167.7144,0,red,0
4.6,10.0,326,-49.9576,114.3915,1,blue,1
4.6,10.0,326,25.2468,93.8695,1,blue,1
4.6,541.63,326,-17.3939,-178.6454,2,green,2
4.9,10.0,369,-25.4432,82.9268,1,pink,3
3.5,6.57,204,19.3528333333333,-155.083333333333,0,red,0
4.2,44.31,277,36.261,28.8712,1,blue,1
4.4,34.97,298,-2.3358,139.3002,1,blue,1
4.4,35.0,298,-30.4564,-177.7469,1,blue,1
4.2,10.0,271,33.9898,141.6378,1,blue,1
4.4,10.0,298,40.1249,24.4732,1,blue,1
4.2,527.42,271,-17.2355,-178.8361,2,green,2
4.9,10.0,369,-60.9718,-36.0435,1,pink,3
5.3,35.0,441,15.92,-95.8059,1,pink,3
4.3,10.0,284,11.4141,-87.2035,1,blue,1
3.19,10.42,230,34.4386667,-119.2985,0,red,0
5.0,35.0,388,-7.5134,105.8582,1,pink,3
4.5,32.54,312,-6.9094,106.0807,1,blue,1
4.2,176.84,271,-14.3814,167.2592,1,blue,1
4.3,10.0,284,-7.767,118.5381,1,blue,1
4.4,10.0,298,85.2778,92.0173,1,blue,1
4.8,10.0,354,85.2572,91.2836,1,pink,3
4.8,10.0,354,85.0306,91.3197,1,pink,3
4.1,376.52,259,32.2113,137.7979,2,green,2
4.4,90.09,298,26.7999,127.0855,1,blue,1
4.3,144.11,284,-16.3006,-174.1719,1,blue,1
4.2,119.76,271,-56.2233,-27.2644,1,blue,1
4.6,10.0,326,-29.9755,-72.098,1,blue,1
4.4,35.0,298,-59.1926,-25.5922,1,blue,1
4.5,35.0,312,-24.4223,-175.6831,1,blue,1
4.2,10.0,271,-7.8515,118.592,1,blue,1
4.5,10.0,312,-20.5593,-175.6726,1,blue,1
4.0,235.01,246,-23.979,-66.9432,1,blue,1
4.6,10.0,326,-20.5985,-175.5145,1,blue,1
4.3,10.0,284,-31.7894,-68.8686,1,blue,1
4.5,10.0,312,-17.9357,-73.4233,1,blue,1
4.9,10.0,369,34.9362,63.6666,1,pink,3
3.51,23.0,190,18.2923,-65.3035,0,red,0
5.3,11.4,658,34.9289,63.6208,1,pink,3
4.4,10.0,298,-20.8604,-175.4685,1,blue,1
3.9,35.74,234,51.0484,178.7882,0,blue,1
4.3,30.89,284,35.3274,25.1832,1,blue,1
4.3,530.13,284,-20.4245,-178.2055,2,green,2
4.5,10.0,312,-20.878,-175.3421,1,blue,1
3.5,35.0,188,54.3266,-162.5359,0,red,0
4.5,10.0,312,-20.6861,-175.4779,1,blue,1
4.5,10.0,312,-55.3501,-30.2446,1,blue,1
4.4,10.0,298,31.0441,142.2498,1,blue,1
5.0,10.0,385,44.7951,95.096,1,pink,3
5.0,38.41,385,-26.7875,-176.4386,1,pink,3
4.4,10.0,298,-20.7213,-175.37,1,blue,1
4.2,10.0,271,-3.8675,134.0587,1,blue,1
4.7,10.0,340,-20.7853,-175.3956,1,blue,1
4.1,164.13,259,-7.6226,127.6957,1,blue,1
4.1,10.0,259,-28.7406,75.4138,1,blue,1
4.3,549.78,284,-18.469,-177.8758,2,green,2
3.2,19.54,158,54.6223,-160.1751,0,red,0
4.6,10.0,326,-20.8249,-175.3476,1,blue,1
4.4,110.3,298,2.0948,127.2657,1,blue,1
4.4,10.0,298,26.5003,142.716,1,blue,1
4.5,117.92,312,-4.3065,129.6084,1,blue,1
4.3,45.04,284,-9.7636,119.908,1,blue,1
4.2,175.67,271,-16.0084,167.9298,1,blue,1
4.5,10.0,312,-20.5484,-175.5696,1,blue,1
4.6,10.0,326,-20.8468,-175.5102,1,blue,1
4.6,10.0,326,-24.0458,-115.3664,1,blue,1
4.3,552.36,284,-20.0917,-177.9175,2,green,2
3.75,8.0,216,19.2466,-67.3805,0,red,0
4.2,565.44,271,-17.8125,-178.5244,2,green,2
4.1,24.9,259,35.0569,26.994,1,blue,1
4.5,10.0,312,-57.3929,-23.888,1,blue,1
5.1,10.0,400,29.2819,94.1513,1,pink,3
4.1,425.5,259,-15.6419,-177.3725,2,green,2
4.9,10.0,380,39.0484,35.9156,1,pink,3
4.3,41.1,284,33.5946,72.5708,1,blue,1
3.3,35.0,168,52.0536,-170.9589,0,red,0
4.5,180.26,312,-7.7057,127.8857,1,blue,1
4.4,35.0,298,43.9067,147.9932,1,blue,1
4.5,10.0,312,-36.0209,178.2818,1,blue,1
3.54,35.0,193,19.2748,-67.812,0,red,0
4.6,10.0,326,-20.8303,-175.4278,1,blue,1
4.4,10.0,298,-20.5212,-175.5896,1,blue,1
4.6,10.0,326,-7.8383,118.6131,1,blue,1
4.5,60.79,312,24.0361,93.5196,1,blue,1
4.7,10.0,340,10.1458,126.8928,1,blue,1
4.4,10.0,298,-20.6836,-175.3467,1,blue,1
4.3,218.98,284,-24.0918,-67.1353,1,blue,1
4.5,99.2,312,-6.186,130.4402,1,blue,1
4.6,10.0,326,15.3772,-95.6937,1,blue,1
4.6,103.71,326,6.0265,126.3446,1,blue,1
4.6,10.0,326,-20.4307,-175.4245,1,blue,1
4.4,5.0,298,-26.4327,27.4383,1,blue,1
4.3,10.0,284,-37.8541,179.6193,1,blue,1
4.5,10.0,312,47.2863,142.3723,1,blue,1
4.5,10.0,312,-20.5645,-175.2643,1,blue,1
4.5,219.24,312,1.0159,124.2771,1,blue,1
3.57,52.0,196,18.5511,-68.3346,0,red,0
4.7,10.0,340,-20.7433,-175.4879,1,blue,1
3.47,13.0,185,19.2048,-67.2103,0,red,0
3.81,82.0,223,19.6731,-63.7595,0,red,0
3.45,12.48,462,33.8255,-116.7506667,1,blue,1
4.6,10.0,326,-20.4794,-175.2835,1,blue,1
4.4,10.0,298,55.4698,166.8181,1,blue,1
4.2,122.38,271,24.9589,123.2183,1,blue,1
3.6,2.6,200,58.1744,-151.6492,0,red,0
4.1,106.48,259,-17.6227,-70.4224,1,blue,1
4.8,10.0,354,-20.7177,-175.5177,1,pink,3
4.3,10.0,284,60.7208,-44.0692,1,blue,1
3.01,10.0,139,17.8213,-67.0336,0,red,0
4.0,109.36,246,-22.8222,-69.0653,1,blue,1
4.6,10.0,326,-20.614,-175.6062,1,blue,1
4.5,10.0,312,-20.6887,-175.6341,1,blue,1
3.2,10.0,158,56.4746,-148.8356,0,red,0
3.4,10.0,178,52.2235,-167.6289,0,red,0
4.8,10.0,354,-20.8144,-175.4581,1,pink,3
4.7,27.25,340,29.1961,142.0823,1,blue,1
4.3,592.24,284,-18.3957,-178.213,2,green,2
4.6,10.0,326,26.7104,-14.3502,1,blue,1
4.2,32.34,271,36.7805,140.6959,1,blue,1
4.9,143.16,369,-5.6535,148.8981,1,pink,3
4.5,79.66,312,-5.6212,146.2083,1,blue,1
4.6,10.0,326,-20.6843,-175.3304,1,blue,1
4.2,262.25,271,-11.3692,167.0713,1,blue,1
4.2,35.0,271,-18.4357,-71.0625,1,blue,1
4.2,571.61,271,-17.717,-178.5837,2,green,2
4.3,193.89,284,-5.4439,129.8624,1,blue,1
4.6,10.0,326,-20.5181,-175.7874,1,blue,1
3.9,394.74,234,-25.1329,-179.3363,2,green,2
3.2,10.0,158,56.5764,-148.6232,0,red,0
4.4,119.91,299,-19.8204,-69.1362,1,blue,1
4.3,103.96,285,-19.6514,-69.2228,1,blue,1
4.4,502.15,298,-24.4456,-179.6417,2,green,2
5.1,10.0,400,-57.3902,147.8219,1,pink,3
4.6,10.0,326,-20.6626,-175.4494,1,blue,1
4.2,357.6,271,32.0416,138.0295,2,green,2
4.4,10.0,298,-57.4639,147.4592,1,blue,1
4.4,29.73,298,37.3964,142.0828,1,blue,1
4.1,16.79,259,-7.8127,118.5277,1,blue,1
4.9,10.0,369,-20.645,-175.5857,1,pink,3
5.4,10.0,449,-63.1612,-160.5108,1,pink,3
3.1,10.0,148,52.1221,-167.8968,0,red,0
4.5,10.0,312,-20.583,-175.5536,1,blue,1
