규모,진원깊이,영향도,위도,경도,cluster,c,cluster_4
4.2,51.51,271,0.4971,98.4959,1,blue,1
4.6,35.0,326,-16.0533,-173.4324,1,blue,1
4.6,47.7,326,-57.9367,-25.2598,1,blue,1
4.4,35.0,298,15.6525,122.3465,1,blue,1
3.4,14.23,179,25.3946,-100.1989,0,red,0
4.0,52.5,246,37.8641,141.8659,1,blue,1
4.4,10.0,298,13.9814,119.2405,1,blue,1
4.0,108.37,246,25.7332,125.5063,1,blue,1
4.4,112.83,298,1.7168,127.3423,1,blue,1
4.4,59.5,298,51.072,158.0468,1,blue,1
5.9,22.0,700,27.0219,54.5843,1,pink,3
3.18,16.93,156,18.981,-65.8426666666667,0,red,0
4.5,10.0,315,27.026,54.5754,1,blue,1
4.1,10.0,259,26.9646,54.5095,1,blue,1
4.0,47.24,246,37.8398,141.9106,1,blue,1
4.2,10.0,271,36.7863,144.8598,1,blue,1
4.3,210.18,284,42.8937,139.4145,1,blue,1
5.0,10.0,385,38.944,97.586,1,pink,3
4.1,58.74,259,37.7995,142.0237,1,blue,1
4.4,10.0,298,14.2238,119.2921,1,blue,1
4.1,75.23,259,-20.4675,-69.2507,1,blue,1
4.9,10.0,369,-15.0416,-173.3077,1,pink,3
4.3,200.92,284,33.4589,138.9998,1,blue,1
4.3,35.0,284,15.0056,146.4688,1,blue,1
4.5,95.05,312,-7.5421,128.9368,1,blue,1
4.2,10.0,271,26.8796,54.5923,1,blue,1
4.1,10.0,259,26.971,54.4447,1,blue,1
4.5,35.0,312,12.1385,143.4961,1,blue,1
4.8,10.0,354,25.3875,-45.2499,1,pink,3
4.3,338.06,284,-31.6523,-179.8313,2,green,2
3.4,10.0,178,51.6299,-173.6909,0,red,0
4.0,181.1,246,36.8408,139.3515,1,blue,1
3.35,22.38,173,18.2175,-67.6075,0,red,0
4.3,35.0,284,37.7623,141.9052,1,blue,1
4.5,10.0,312,25.1627,-45.4725,1,blue,1
5.1,188.46,400,25.7978,123.9564,1,pink,3
4.5,10.0,312,25.1072,-45.4604,1,blue,1
4.4,10.0,298,25.2699,-45.5683,1,blue,1
4.4,10.0,298,24.8324,-45.3556,1,blue,1
4.5,10.0,312,24.9177,-45.6507,1,blue,1
4.6,10.0,326,25.2813,-45.6965,1,blue,1
4.4,10.0,298,25.1356,-45.5393,1,blue,1
4.3,10.0,284,25.1798,-45.4549,1,blue,1
4.6,10.0,326,25.1407,-45.439,1,blue,1
3.1,12.08,148,19.1858,-68.7823,0,red,0
4.6,10.0,326,25.1161,-45.2774,1,blue,1
4.5,10.0,312,25.1265,-45.4456,1,blue,1
4.5,10.0,312,25.3312,-45.6463,1,blue,1
4.5,10.0,312,24.722,-45.5823,1,blue,1
4.4,10.0,298,25.3075,-45.39,1,blue,1
4.5,10.0,312,25.2816,-45.5076,1,blue,1
4.4,10.0,298,25.1628,-45.4909,1,blue,1
4.3,10.0,284,25.1951,-45.4962,1,blue,1
4.2,52.3,271,37.6438,141.8229,1,blue,1
4.0,85.86,246,-14.1978,-72.9271,1,blue,1
4.5,10.0,312,25.1043,-45.5244,1,blue,1
4.2,163.43,271,-1.6307,-78.0366,1,blue,1
4.6,10.0,326,25.3003,-45.428,1,blue,1
4.6,10.0,326,14.1451,119.2483,1,blue,1
4.3,10.0,284,-29.3391,-175.9637,1,blue,1
4.4,10.0,298,14.3858,119.5872,1,blue,1
4.4,10.0,298,25.137,-45.4553,1,blue,1
4.7,10.0,340,25.1301,-45.5399,1,blue,1
4.6,10.0,326,-15.8854,-71.9128,1,blue,1
4.3,68.97,284,43.0243,145.0382,1,blue,1
4.5,10.0,312,-30.4432,-177.7014,1,blue,1
4.6,10.0,326,25.7758,-45.3394,1,blue,1
4.1,54.23,259,37.6164,142.0896,1,blue,1
3.12,25.94,150,19.0175,-66.3991666666667,0,red,0
4.7,48.62,340,37.7571,141.7807,1,blue,1
4.4,10.0,298,-36.5339,-97.1783,1,blue,1
4.4,136.9,298,-26.8308,-66.9003,1,blue,1
5.7,9.0,504,26.8146,126.3749,1,pink,3
4.3,569.06,284,-19.2546,-177.438,2,green,2
4.5,10.0,312,26.7118,126.4556,1,blue,1
4.7,56.4,340,37.975,142.0485,1,blue,1
4.5,10.0,312,25.3363,-45.4405,1,blue,1
4.9,10.0,370,26.8595,126.4586,1,pink,3
5.1,10.0,400,35.9998,77.9099,1,pink,3
4.8,10.0,354,25.3464,-45.3196,1,pink,3
3.1,10.0,148,44.3146,-114.958,0,red,0
3.1,10.0,151,44.3019,-114.9398,0,red,0
4.0,459.24,246,5.0276,124.1531,2,green,2
4.5,10.0,312,14.0908,119.3298,1,blue,1
4.5,10.0,312,-0.0838,96.8272,1,blue,1
4.9,10.0,369,-11.2473,165.4736,1,pink,3
3.2,21.93,158,56.3185,-148.862,0,red,0
4.6,10.0,326,25.4911,-45.4058,1,blue,1
4.2,94.12,271,51.7939,178.5401,1,blue,1
4.1,10.0,259,35.9368,77.9458,1,blue,1
4.2,499.22,271,-17.7702,-178.4076,2,green,2
5.1,10.0,400,-26.8978,-175.9506,1,pink,3
4.5,112.59,312,-31.4918,-68.4111,1,blue,1
4.2,50.86,271,37.9753,142.1197,1,blue,1
3.8,5.0,231,36.3449,-103.2532,0,red,0
3.4,144.54,178,13.9605,144.6472,0,red,0
4.6,149.6,326,-6.2991,106.4256,1,blue,1
4.1,10.0,259,54.0946,-160.0344,1,blue,1
4.3,10.0,284,-4.5654,138.446,1,blue,1
5.5,10.0,465,-11.455,-12.9752,1,pink,3
4.5,10.0,312,13.9579,119.387,1,blue,1
4.5,63.71,312,-57.9498,-25.6132,1,blue,1
4.1,10.0,259,-9.8689,159.7465,1,blue,1
4.6,10.0,326,-17.0116,-173.6614,1,blue,1
4.1,10.0,259,58.0932,163.4403,1,blue,1
4.4,10.0,298,25.3493,-45.4172,1,blue,1
4.3,45.12,286,17.219,120.3366,1,blue,1
5.2,10.0,416,-49.3443,121.2306,1,pink,3
4.3,10.0,286,30.1073,72.5726,1,blue,1
4.3,529.1,284,-24.5333,179.8825,2,green,2
4.5,10.0,312,-22.714,170.8226,1,blue,1
4.6,10.0,326,11.3048,141.0726,1,blue,1
4.3,46.91,284,-10.0572,120.5478,1,blue,1
4.1,10.0,259,36.1905,3.0865,1,blue,1
3.99,-0.54,266,38.521,-119.5405,1,blue,1
4.3,62.29,284,46.8521,152.7488,1,blue,1
3.8,20.12,224,-33.1527,-72.156,0,red,0
4.9,36.15,370,-9.7314,159.8105,1,pink,3
4.5,274.16,312,52.8677,156.3393,2,blue,1
4.4,40.97,298,24.8691,93.6502,1,blue,1
4.2,67.3,271,37.7478,141.9925,1,blue,1
4.8,60.62,356,13.1548,144.5274,1,pink,3
4.09,25.0,258,19.0621,-65.1848,1,blue,1
4.6,26.15,326,-55.6803,-27.0572,1,blue,1
4.3,24.66,284,-57.9326,-25.1186,1,blue,1
4.6,10.0,326,-57.9753,-24.3741,1,blue,1
3.28,30.66,167,19.202,-155.3975,0,red,0
4.3,606.69,284,-21.4164,-179.0699,2,green,2
3.13,53.94,151,19.1568333333333,-66.5751666666667,0,red,0
4.4,171.82,298,-8.4356,158.5237,1,blue,1
4.4,111.16,298,-16.9333,-70.9818,1,blue,1
4.4,39.77,298,0.5247,126.2464,1,blue,1
4.8,25.78,354,-30.0378,-177.6339,1,pink,3
5.2,31.23,416,-3.5677,142.1721,1,pink,3
4.4,63.59,298,37.6823,141.9159,1,blue,1
4.9,10.0,369,23.9036,122.2971,1,pink,3
4.0,128.69,246,37.2502,71.74,1,blue,1
4.4,63.78,298,37.9762,141.728,1,blue,1
5.1,29.59,403,40.1122,141.977,1,pink,3
4.5,235.01,312,-19.4413,-67.5876,1,blue,1
4.4,26.27,298,-4.663,101.7353,1,blue,1
4.8,25.19,355,-8.1649,106.7877,1,pink,3
4.3,10.0,284,13.8253,119.224,1,blue,1
3.28,17.94,167,36.483,-120.9055,0,red,0
4.4,10.0,298,-11.1984,112.2819,1,blue,1
4.4,50.61,298,-4.333,130.2802,1,blue,1
5.1,51.92,401,37.7666,141.7811,1,pink,3
4.5,10.0,312,10.3038,-86.2311,1,blue,1
4.3,10.0,284,20.777,38.2049,1,blue,1
4.4,10.0,298,-34.8073,-108.8224,1,blue,1
4.5,48.3,313,-40.4378,175.8461,1,blue,1
4.5,10.0,312,-35.5452,-104.2368,1,blue,1
5.9,165.94,536,25.6706,123.998,1,pink,3
4.3,10.0,284,40.2014,103.1055,1,blue,1
5.0,10.0,385,25.0077,-45.5408,1,pink,3
4.4,21.46,301,16.9055,-99.9498,1,blue,1
4.6,10.0,326,25.1128,-45.4534,1,blue,1
4.5,530.2,312,-24.0602,179.2809,2,green,2
4.2,33.53,271,-3.6651,101.5566,1,blue,1
4.4,35.63,298,-10.5953,163.1825,1,blue,1
4.2,10.0,271,11.8491,144.4491,1,blue,1
4.4,10.0,298,25.1331,-45.5049,1,blue,1
3.1,7.494091797,148,31.61090693,-103.9591262,0,red,0
4.4,410.68,298,-30.1349,-179.369,2,green,2
3.5,3.937215169,190,32.37762451,-101.6390768,0,red,0
3.2,5.135498046999999,158,32.38586426,-101.638005,0,red,0
4.4,241.87,298,50.2348,153.3644,1,blue,1
4.6,35.0,326,-55.9139,-26.9457,1,blue,1
4.5,98.76,312,-3.314,102.171,1,blue,1
4.3,57.63,284,37.7578,141.6295,1,blue,1
4.2,55.5,271,-15.0614,166.5969,1,blue,1
4.6,49.46,326,44.5371,149.129,1,blue,1
4.3,182.7,284,0.3326,122.0509,1,blue,1
3.05,8.85,143,17.9473333333333,-67.0215,0,red,0
4.7,594.74,340,-18.1271,-177.9896,2,green,2
4.2,601.92,271,-20.2844,-178.5517,2,green,2
5.0,25.98,385,-1.8744,133.3083,1,pink,3
5.0,10.0,385,24.954,-45.4851,1,pink,3
4.2,193.55,271,37.593,72.3275,1,blue,1
4.5,10.0,312,-44.6301,-80.8218,1,blue,1
4.3,164.68,284,-8.1289,123.9278,1,blue,1
4.6,10.88,326,-37.0013,-73.9546,1,blue,1
4.3,121.85,284,-15.1138,167.5876,1,blue,1
4.6,10.0,326,-1.1471,129.6988,1,blue,1
4.7,10.0,340,-34.4361,55.1692,1,blue,1
4.2,10.0,271,-4.5319,35.1057,1,blue,1
4.4,10.0,298,4.4133,96.5263,1,blue,1
3.7,10.0,211,56.3314,-148.789,0,red,0
4.2,201.04,271,-28.0525,-67.0952,1,blue,1
3.8,11.41,231,41.3522,-106.5638,0,red,0
5.2,10.0,429,36.847,5.1868,1,pink,3
4.2,10.0,271,35.1293,25.328,1,blue,1
4.8,33.94,354,-33.9381,-178.1733,1,pink,3
4.1,191.35,259,-13.4486,167.2802,1,blue,1
4.6,10.0,326,-33.7588,-179.0171,1,blue,1
4.2,44.27,271,37.9044,141.9187,1,blue,1
4.7,10.0,343,28.2577,55.2753,1,blue,1
4.8,10.0,354,28.2227,55.3094,1,pink,3
4.5,10.0,312,14.1649,119.3041,1,blue,1
4.5,53.27,312,-57.9406,-25.7309,1,blue,1
4.2,562.64,271,-4.6055,149.627,2,green,2
4.3,10.0,284,42.1906,68.8978,1,blue,1
4.4,101.74,298,-10.0733,161.5184,1,blue,1
4.6,10.0,326,26.8582,126.4389,1,blue,1
4.6,35.0,326,-6.8543,105.3922,1,blue,1
3.39,14.4,177,17.8933333333333,-66.8541666666667,0,red,0
4.7,10.0,340,-29.5159,-176.7243,1,blue,1
4.2,67.59,271,55.2596,161.8562,1,blue,1
5.1,10.0,400,-27.358,-175.565,1,pink,3
4.5,10.0,313,23.6335,120.6657,1,blue,1
4.9,70.59,370,-5.0153,153.403,1,pink,3
4.7,10.0,340,-6.5762,131.8574,1,blue,1
3.58,12.04,501,37.0021667,-121.7615,1,blue,1
3.5,11.15,188,54.2592,-161.465,0,red,0
3.5,35.73,191,19.1913333333333,-155.504,0,red,0
3.01,75.54,140,18.2185,-66.132,0,red,0
4.8,10.0,354,6.2409,-82.6991,1,pink,3
4.3,25.59,284,39.7265,20.6544,1,blue,1
3.2,44.1,158,58.1854,-151.4998,0,red,0
4.4,10.0,298,34.4673,46.7939,1,blue,1
4.9,10.0,369,26.8861,126.3894,1,pink,3
4.7,8.54,341,-30.3517,-72.231,1,blue,1
4.3,72.47,284,1.0486,126.8308,1,blue,1
3.3,12.48,168,51.9823,178.2402,0,red,0
4.7,10.0,340,-25.4875,-176.324,1,blue,1
4.6,10.0,326,-25.3437,-176.3464,1,blue,1
4.7,34.74,340,-59.4871,-25.7612,1,blue,1
3.51,39.7,192,19.2215,-156.365166666667,0,red,0
4.4,281.28,298,-5.9158,128.8243,2,green,2
4.7,10.0,340,-25.4554,-176.3457,1,blue,1
4.5,10.0,312,-25.4497,-176.1161,1,blue,1
4.7,10.0,340,-25.7183,-176.2236,1,blue,1
4.5,146.73,312,6.8581,-73.1023,1,blue,1
4.6,10.0,326,-25.4764,-176.1729,1,blue,1
4.5,10.0,312,-16.5036,178.1047,1,blue,1
4.1,57.04,259,37.8058,141.9154,1,blue,1
4.6,10.0,326,-25.4438,-176.3501,1,blue,1
4.6,19.85,326,39.4591,143.4224,1,blue,1
3.5,2.16,194,37.5186,-97.7425,0,red,0
4.5,22.47,312,-33.0286,-179.183,1,blue,1
4.4,10.0,298,-22.9159,171.0628,1,blue,1
5.0,10.0,385,-25.3492,-176.2902,1,pink,3
3.2,10.0,158,52.0119,178.2402,0,red,0
4.8,10.0,354,-20.7723,-175.2124,1,pink,3
4.1,51.37,259,40.0304,142.37,1,blue,1
3.9,223.42,234,53.0294,-174.8264,0,blue,1
4.7,10.0,340,11.8101,144.4332,1,blue,1
3.1,8.25,148,51.9538,178.2284,0,red,0
3.2,58.8,158,56.4189,-156.5876,0,red,0
4.2,34.56,271,42.8481,146.1331,1,blue,1
4.3,10.0,284,34.389,87.6878,1,blue,1
4.3,10.0,284,-18.7866,-173.3134,1,blue,1
4.5,10.0,312,-25.4995,-175.7709,1,blue,1
3.8,292.5,222,19.175,145.2854,2,green,2
4.5,10.0,312,13.9351,119.4044,1,blue,1
4.3,10.0,284,39.3194,144.8665,1,blue,1
4.2,55.22,271,37.901,142.0474,1,blue,1
4.3,10.0,284,-23.5291,-175.068,1,blue,1
4.4,10.0,303,-41.7686,174.1374,1,blue,1
4.1,35.0,259,14.0769,-92.1314,1,blue,1
4.4,10.0,298,-25.1032,-176.6195,1,blue,1
3.98,131.0,244,18.8116,-68.453,1,blue,1
4.3,10.0,284,73.054,5.6158,1,blue,1
4.3,416.75,284,14.4221,144.391,2,green,2
4.5,30.49,312,39.4923,143.3666,1,blue,1
3.1,206.59,148,56.3205,-161.5124,0,red,0
4.5,10.0,312,3.0949,-79.3379,1,blue,1
4.4,10.0,298,14.0901,119.2968,1,blue,1
4.6,10.0,326,14.038,119.2446,1,blue,1
4.2,35.91,271,35.5595,23.6227,1,blue,1
4.6,10.0,326,14.0346,119.2349,1,blue,1
4.7,10.0,340,30.8499,56.8872,1,blue,1
4.5,10.0,312,35.5881,74.9652,1,blue,1
4.5,54.77,312,37.8437,142.0163,1,blue,1
4.1,551.45,259,-17.6322,-178.9377,2,green,2
4.7,519.47,340,-24.0654,-179.3771,2,green,2
4.9,10.0,370,-13.3295,-70.4526,1,pink,3
4.5,10.0,312,14.0704,119.5642,1,blue,1
4.8,35.0,354,-58.6531,-25.1368,1,pink,3
4.2,100.28,271,12.071,141.3435,1,blue,1
4.5,493.75,312,-24.3797,-179.5611,2,green,2
4.5,10.0,312,-9.5286,148.997,1,blue,1
4.3,8.3,284,56.7891,-155.6008,1,blue,1
5.3,10.0,444,10.9423,124.8614,1,pink,3
4.4,129.04,298,42.2641,141.0583,1,blue,1
4.4,22.22,298,10.229,126.2237,1,blue,1
4.4,183.44,298,-24.1812,-67.0342,1,blue,1
4.54,23.54,658,19.858,-155.5675,1,pink,3
4.4,10.0,298,-29.8245,-178.8905,1,blue,1
4.6,10.0,326,18.8007,-74.0706,1,blue,1
6.0,44.0,554,-28.659,-177.3532,1,pink,3
4.4,61.04,298,-28.8867,-177.116,1,blue,1
4.9,10.0,369,-25.3397,-176.319,1,pink,3
4.5,35.0,312,10.4986,126.1074,1,blue,1
4.3,193.16,284,-24.242,-67.2156,1,blue,1
4.4,55.32,298,-3.7801,126.8652,1,blue,1
4.0,339.06,246,-18.8345,-177.6075,2,green,2
4.1,10.0,259,14.5923,93.0222,1,blue,1
4.1,111.3,259,2.958,127.8708,1,blue,1
4.2,40.1,271,-6.3114,154.9131,1,blue,1
4.9,10.0,369,-25.2104,-175.2426,1,pink,3
4.4,58.56,298,37.8385,141.793,1,blue,1
3.8,10.0,223,7.2661,122.3767,0,red,0
4.1,54.68,259,37.7625,141.9992,1,blue,1
5.0,10.0,385,-23.4445,-175.15,1,pink,3
4.5,10.0,312,-23.7231,-175.9574,1,blue,1
4.8,35.0,354,-57.7277,-25.1987,1,pink,3
4.1,107.47,259,51.9439,178.4883,1,blue,1
4.3,52.39,284,37.7997,141.7515,1,blue,1
4.3,49.38,284,-2.5458,138.5246,1,blue,1
4.3,52.09,284,37.8778,142.0294,1,blue,1
4.5,160.2,312,-34.8769,178.8851,1,blue,1
3.06,23.4,147,19.8638333333333,-155.567333333333,0,red,0
3.14,20.16,152,18.9478333333333,-65.997,0,red,0
4.3,555.35,284,-18.3018,-177.9613,2,green,2
3.9,178.16,234,52.2942,-179.2397,0,blue,1
4.6,35.0,326,-58.8018,-25.0999,1,blue,1
4.6,10.0,326,-25.2335,-175.4691,1,blue,1
5.6,10.0,482,-58.2546,-23.4895,1,pink,3
3.6,102.0,199,59.8004,-153.0451,0,red,0
4.9,36.15,371,10.5342,-86.1401,1,pink,3
4.6,10.0,326,-25.6871,-175.5926,1,blue,1
5.2,10.0,473,61.5527,2.3926,1,pink,3
4.3,549.91,284,-17.9956,-178.0889,2,green,2
4.1,93.13,259,-6.3596,-77.2957,1,blue,1
4.4,10.0,298,-22.9131,118.8587,1,blue,1
4.5,82.38,312,24.1944,94.4865,1,blue,1
4.4,125.21,298,-21.1015,-68.7357,1,blue,1
4.5,10.0,312,-11.8061,41.0086,1,blue,1
4.5,10.0,312,-49.49,124.9474,1,blue,1
4.5,10.0,312,36.6193,21.7542,1,blue,1
4.7,10.0,340,-23.2858,-174.9,1,blue,1
4.5,77.2,312,-29.0251,-177.384,1,blue,1
4.06,104.0,254,18.5888,-68.9338,1,blue,1
4.4,10.0,298,26.6433,143.6674,1,blue,1
4.5,10.0,312,-59.3626,-25.1924,1,blue,1
3.2,10.0,158,50.6165,-171.1554,0,red,0
4.2,583.21,271,-18.0312,-178.4063,2,green,2
4.8,173.5,355,15.1847,-91.6407,1,blue,1
4.5,10.0,312,23.8879,122.2949,1,blue,1
4.4,16.45,298,37.5002,21.6357,1,blue,1
4.2,10.0,272,35.661,75.0961,1,blue,1
4.5,151.82,312,-21.6698,-176.1714,1,blue,1
4.1,548.85,259,-18.515,178.6671,2,green,2
4.9,10.0,369,12.2415,144.4707,1,pink,3
4.4,183.49,298,37.503,72.2188,1,blue,1
5.1,35.0,400,-57.7872,-25.2191,1,pink,3
4.5,10.0,312,41.9907,70.9103,1,blue,1
5.0,10.0,385,-56.776,-25.4104,1,pink,3
4.1,203.2,259,21.9225,143.1485,1,blue,1
4.0,181.99,246,-8.2031,118.7217,1,blue,1
3.08,24.18,146,41.7146667,-125.4428333,0,red,0
4.0,74.25,246,-2.9941,138.9179,1,blue,1
4.6,10.0,326,-8.245,119.7792,1,blue,1
3.08,105.78,146,18.492,-66.1928333333333,0,red,0
4.1,204.69,259,-30.6433,-179.6063,1,blue,1
4.7,10.0,340,-33.9649,-178.4876,1,blue,1
4.4,70.53,298,42.2338,143.0764,1,blue,1
4.2,38.84,273,-21.0413,-69.9037,1,blue,1
4.2,97.1,271,15.0617,-92.2951,1,blue,1
4.4,10.0,298,37.9039,144.0204,1,blue,1
4.9,18.32,369,23.9142,122.2347,1,pink,3
4.3,536.15,284,-17.5942,-178.8237,2,green,2
4.4,10.0,298,-58.2272,-23.6337,1,blue,1
4.5,10.0,312,-2.9277,142.14,1,blue,1
4.1,113.21,259,0.2604,123.8301,1,blue,1
4.3,262.92,284,-5.5758,154.2432,1,blue,1
4.7,10.0,340,-59.3138,-23.6995,1,blue,1
3.24,25.75,162,18.8791666666667,-67.5898333333333,0,red,0
4.8,116.61,354,-15.3998,167.5893,1,pink,3
4.2,119.6,271,36.4529,71.0645,1,blue,1
4.5,10.0,312,26.7818,126.4019,1,blue,1
4.8,10.0,354,0.431,97.07,1,pink,3
4.3,10.0,284,-58.3479,-24.3152,1,blue,1
3.2,9.93,158,54.3865,-159.8749,0,red,0
4.2,10.0,271,13.1528,-92.4037,1,blue,1
4.1,10.0,259,28.3484,57.3409,1,blue,1
4.2,10.0,271,14.4113,-93.9723,1,blue,1
4.7,69.2,340,-58.0932,-25.6294,1,blue,1
3.97,57.0,242,17.1625,-68.232,0,blue,1
3.2,35.0,158,51.7104,-174.4805,0,red,0
3.28,7.4,526,34.0498333,-117.5645,1,blue,1
4.6,10.0,326,-23.4546,-175.0521,1,blue,1
4.1,10.0,259,36.0395,23.4478,1,blue,1
3.2,7.97,158,51.4736,-173.4784,0,red,0
4.2,544.55,271,-17.7746,-178.6784,2,green,2
3.11,2.15,149,18.2125,-67.848,0,red,0
3.03,13.09,147,33.4715,-116.5325,0,red,0
4.5,68.1,312,1.762,127.0673,1,blue,1
4.1,114.39,259,-4.0636,143.5566,1,blue,1
3.13,7.17,151,40.4168333,-125.2753333,0,red,0
4.3,10.0,284,34.6942,23.1571,1,blue,1
4.4,10.0,298,40.0699,28.6157,1,blue,1
4.3,10.0,284,-29.6463,-176.5598,1,blue,1
4.2,92.2,271,36.1622,70.9778,1,blue,1
4.4,90.12,298,45.4337,149.8728,1,blue,1
4.0,125.33,246,54.2224,159.7526,1,blue,1
4.4,10.0,298,34.575,26.9485,1,blue,1
4.3,166.76,284,-24.2196,-66.9737,1,blue,1
4.6,10.0,326,-34.2826,-178.78,1,blue,1
5.0,28.93,386,22.0792,121.4593,1,pink,3
4.9,39.61,369,-25.3865,-176.1184,1,pink,3
6.7,24.0,806,23.3839,121.6118,1,pink,3
5.9,16.66,539,23.42,121.4901,1,pink,3
4.8,10.0,355,23.3928,121.6641,1,pink,3
4.6,23.51,326,23.4017,121.5254,1,blue,1
4.7,10.31,340,14.3494,-93.8074,1,blue,1
4.6,23.65,326,23.3766,121.4355,1,blue,1
4.8,10.0,354,22.2853,144.2273,1,pink,3
5.1,11.79,400,23.4597,121.5099,1,pink,3
4.8,25.73,354,23.4377,121.4683,1,pink,3
4.2,170.8,271,36.5693,69.7435,1,blue,1
4.5,27.55,312,23.462,121.4312,1,blue,1
5.0,26.38,385,23.3464,121.6155,1,pink,3
4.5,85.34,312,22.2247,121.5746,1,blue,1
4.3,20.64,284,23.4317,121.5147,1,blue,1
4.4,184.82,298,0.2137,122.1097,1,blue,1
5.5,24.0,467,23.5048,121.542,1,pink,3
4.1,46.47,259,35.6142,74.9006,1,blue,1
4.6,511.41,326,-24.3761,-179.9853,2,green,2
5.8,18.0,519,23.4084,121.5099,1,pink,3
4.5,27.81,312,23.376,121.4815,1,blue,1
4.6,185.09,326,-23.854,-66.5337,1,blue,1
4.7,12.98,340,23.3666,121.4677,1,blue,1
4.3,19.82,284,23.4644,121.4969,1,blue,1
4.2,23.11,271,23.4217,121.4947,1,blue,1
4.3,37.37,284,-8.2958,-79.8113,1,blue,1
4.6,10.0,326,-34.1389,-178.7233,1,blue,1
4.6,10.0,326,14.0389,119.4785,1,blue,1
4.4,10.0,298,23.4307,121.6004,1,blue,1
4.5,10.0,312,23.3239,121.4546,1,blue,1
4.3,35.0,285,13.8074,-91.4614,1,blue,1
4.5,10.0,312,37.4502,137.312,1,blue,1
4.0,10.0,246,35.7092,75.2199,1,blue,1
4.3,10.0,284,34.9809,143.0419,1,blue,1
5.1,10.0,400,-14.1366,-14.2107,1,pink,3
4.5,10.0,312,23.4209,121.5391,1,blue,1
4.2,58.76,271,37.73,141.7029,1,blue,1
3.1,220.14,148,53.0512,-173.7052,0,red,0
4.5,10.0,312,-27.1814,-175.82,1,blue,1
4.5,10.0,312,-24.8675,-175.0019,1,blue,1
4.4,35.0,298,-26.8153,-176.4269,1,blue,1
4.2,90.99,272,-20.1868,-69.2249,1,blue,1
4.5,10.0,312,26.9137,126.5722,1,blue,1
4.5,10.0,312,26.7557,126.3302,1,blue,1
4.3,505.78,284,-23.8828,-179.9809,2,green,2
4.3,10.0,284,16.5448,-90.8375,1,blue,1
4.2,48.2,271,37.7514,141.7915,1,blue,1
4.3,27.9,284,23.4028,121.5019,1,blue,1
4.6,10.0,326,26.881,126.4033,1,blue,1
4.5,10.0,312,26.6158,126.3118,1,blue,1
4.8,10.0,354,26.8825,126.4846,1,pink,3
4.6,10.0,326,26.7359,126.4289,1,blue,1
4.4,10.0,298,-34.302,-178.6451,1,blue,1
4.8,10.0,354,-23.8194,-175.2111,1,pink,3
4.1,10.0,259,38.0267,28.4775,1,blue,1
4.5,10.0,312,26.6833,126.4206,1,blue,1
4.4,212.45,298,-23.593,-66.679,1,blue,1
4.5,9.75,312,23.3176,121.4887,1,blue,1
5.2,34.59,416,-0.7656,133.5126,1,pink,3
4.4,31.46,298,-0.8376,133.5623,1,blue,1
4.2,30.84,271,-0.7302,133.7758,1,blue,1
4.4,129.49,298,14.1824,120.8007,1,blue,1
4.3,32.01,284,-0.6985,133.6139,1,blue,1
3.83,29.0,226,18.9355,-64.0881,0,red,0
4.5,54.68,312,37.7661,141.6441,1,blue,1
4.3,87.66,284,-14.9009,167.03,1,blue,1
4.4,46.62,298,43.9519,147.9544,1,blue,1
5.2,10.0,416,-22.9295,172.4228,1,pink,3
5.1,10.0,400,19.3607,122.3017,1,pink,3
4.2,67.96,271,-10.9206,165.9985,1,blue,1
4.5,35.0,312,22.6558,144.2282,1,blue,1
4.2,100.26,271,-19.4729,-69.3129,1,blue,1
4.5,10.0,312,-20.384,67.9827,1,blue,1
4.7,10.0,340,-33.7413,-179.1218,1,blue,1
4.8,119.66,354,1.8424,127.3138,1,pink,3
4.1,70.11,259,-24.4316,-69.39,1,blue,1
4.4,10.0,298,-58.4216,-24.8554,1,blue,1
4.0,10.0,246,41.1617,43.9674,1,blue,1
5.3,10.0,432,26.8391,126.3884,1,pink,3
4.3,121.24,284,38.0393,72.6395,1,blue,1
3.1,35.0,148,53.1675,-166.8545,0,red,0
4.8,147.8,377,60.209,-153.0955,1,pink,3
4.5,10.0,312,26.8376,126.4242,1,blue,1
4.3,10.0,284,2.8161,-94.8841,1,blue,1
3.9,45.72,234,51.469,-176.048,0,blue,1
5.1,10.0,406,18.7993,-74.1065,1,pink,3
4.2,35.0,271,51.3945,-176.0037,1,blue,1
4.6,10.0,326,14.1835,119.4056,1,blue,1
4.7,10.0,340,23.4167,121.5519,1,blue,1
5.4,10.0,449,-23.4763,-175.323,1,pink,3
4.3,10.0,284,-8.6693,-80.3958,1,blue,1
3.4,114.48,178,51.7899,178.3259,0,red,0
6.0,115.0,556,-15.0687,167.4522,1,pink,3
3.2,34.32,158,51.3788,-175.9953,0,red,0
5.1,10.0,400,26.8022,126.3877,1,pink,3
4.4,49.46,298,37.9546,141.9897,1,blue,1
5.0,10.0,385,-23.6597,-175.3329,1,pink,3
4.6,10.0,326,14.1052,119.3867,1,blue,1
4.4,80.05,298,38.9903,141.583,1,blue,1
4.8,29.41,354,-0.7104,133.5353,1,pink,3
3.28,14.67,166,17.2936666666667,-67.7265,0,red,0
4.1,18.84,259,23.4205,121.5257,1,blue,1
5.2,20.06,418,23.4504,121.501,1,pink,3
4.7,93.71,340,4.9824,-76.3122,1,blue,1
4.6,258.32,326,-13.7026,167.7215,1,blue,1
